"File created on Wednesday, 3rd May 2017.",,,,,,,,,,,,,,,,,,,,,
Question Name,URL:,Replaced?,Book Name,"University Preparation? (FastTrack)",Subject,Level,Field,Topic,Lesson,Pre-made Board,Number of Parts,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Related Concepts,Related Questions,Notes
Separation of Variables 1,https://isaacphysics.org/questions/sepn_of_variables1,,,N,Maths,5,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Indefinite integrals, Separation of Variables",The Lifeguard ,
Separation of Variables 1,https://isaacphysics.org/questions/sepn_of_variables1_multi,,,N,Maths,5,Calculus,Differential Equations,,,1,N,Y,N,N,Y,N,N,"Calculus - Integrating Common Functions, Calculus - Introduction to Integration, Differential Equations",,
Separation of Variables 2,https://isaacphysics.org/questions/sepn_of_variables2,,,N,Maths,5,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Indefinite integrals, Separation of Variables",,
Separation of Variables 2,https://isaacphysics.org/questions/sepn_of_variables2_multi,,,N,Maths,5,Calculus,Differential Equations,,,1,N,Y,N,N,Y,N,N,"Calculus - Integrating Common Functions, Calculus - Introduction to Integration, Differential Equations","A Particle Current, Current of an Orbiting Electron, Current of an Orbiting Electron, Microscopic Current, Orbiting the Moon",
Viscous Drag,https://isaacphysics.org/questions/viscous_drag,,,N,Maths,5,Calculus,Differential Equations,,,2,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Indefinite integrals, Simple First-Order Differential Equations","A Particle Current, Current of an Orbiting Electron, Current of an Orbiting Electron, Microscopic Current, Orbiting the Moon",
Viscous Drag,https://isaacphysics.org/questions/viscous_drag_multi,,,N,Maths,5,Calculus,Differential Equations,,,2,N,Y,N,N,Y,N,N,"Calculus - Integrating Common Functions, Calculus - Introduction to Integration, Differential Equations","A Mass Spectrometer, Collecting Ions, Corkscrewing Particle, Deflecting Ions, Helical Pitch, Identifying Ions, Inkjet Printing, Semicircular Paths",
Radioactive Decay (Integrating Factors),https://isaacphysics.org/questions/integ_factors_radioactivity,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Calculus - Integration by Substitution and by Parts, Integrating Factors, Indefinite integrals",Current of an Orbiting Electron,
RC Circuit (Integrating Factors),https://isaacphysics.org/questions/integ_factors_RC_circuit,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Calculus - Integration by Substitution and by Parts, Integrating Factors, Indefinite integrals","Approaching a Nucleus, Electrons Orbiting the Earth, Microscopic Current, Orbiting the Moon",
Integrating Factors 1,https://isaacphysics.org/questions/integrating_factors1,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Indefinite integrals, Differential Equations (Integrating Factors), Exponential function e and natural logarithm ln","A Mass Spectrometer, Collecting Ions, Electron in a Magnetic Field, Fire up the Cyclotron!, Helical Pitch, Identifying Ions, Inkjet Printing, Semicircular Paths",
Damped Oscillator (Second-Order Equation),https://isaacphysics.org/questions/second_order_damped_oscillator,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Second-Order Differential Equations (Homogeneous and Inhomogeneous)","Approaching a Nucleus, Electric Potential, Ionic Molecule",
Inhomogeneous Equation (Second-Order),https://isaacphysics.org/questions/second_order_inhomogeneous,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Second-Order Differential Equations (Homogeneous and Inhomogeneous)","A Mass Spectrometer, Collecting Ions, Corkscrewing Particle, Electron in a Magnetic Field, Fire up the Cyclotron!, Semicircular Paths",
Mass on Spring (Second-Order Equation),https://isaacphysics.org/questions/second_order_mass_on_spring,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Second-Order Differential Equations (Homogeneous)","Deflecting Ions, Deflection of a Charged Particle, Liquid Pool, Semicircular Paths, Where do the Charges Go?",
Undamped Pendulum (Second-Order Equation),https://isaacphysics.org/questions/second_order_pendulum1,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Second-Order Differential Equations (Homogeneous)","A Mass Spectrometer, Cloud Chamber, Collecting Ions, Fire up the Cyclotron!, Identifying Ions, Semicircular Paths",
Damped Pendulum (Second-Order Equation),https://isaacphysics.org/questions/second_order_pendulum2,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Second-Order Differential Equations (Homogeneous)","A Mass Spectrometer, Corkscrewing Particle, Deflecting Ions, Electron in a Magnetic Field, Fire up the Cyclotron!, Helical Pitch, Inkjet Printing",
Solution by Substitution 1,https://isaacphysics.org/questions/solution_by_substitution1,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Solution by Substitution, Indefinite integrals","Flying off the Earth, Orbit of a Satellite, Semicircular Paths, Two Orbiting Masses",
Solution by Substitution 2,https://isaacphysics.org/questions/solution_by_substitution2,,,N,Maths,6,Calculus,Differential Equations,,,1,N,N,N,Y,Y,N,N,"Calculus - Integrating Common Functions (Frequently Used in Physics), Solution by Substitution, Indefinite integrals","An Audio CD, Destroying the Moon, Test of Strength",
Differentiating Powers 1,https://isaacphysics.org/questions/powers1,,,N,Maths,2,Calculus,Differentiation,,,4,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences)"," Two Spinning Balls, Kepler's Third Law",
Differentiating Powers 1,https://isaacphysics.org/questions/powers1_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation," Two Spinning Balls, A Coiled Rope, Circular Pendulum",
Differentiating Powers 2,https://isaacphysics.org/questions/powers2,,,N,Maths,2,Calculus,Differentiation,,,3,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences), Functions - Simple Function Types (Linear f(x) = x)","Bead on a Wire, Rope between Inclines, Spinning on a Table",
Differentiating Powers 2,https://isaacphysics.org/questions/powers2_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Rolling Sphere vs. Cylinder, Stuck in the Mud, The Record Player",
Differentiating Powers 3,https://isaacphysics.org/questions/powers3,,,N,Maths,2,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences)","Cornering on a Smooth Surface, Destroying the Moon, Time to Reach A Star",
Differentiating Powers 3,https://isaacphysics.org/questions/powers3_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Escaping from the Moon, Escaping the Earth, Modelling Earth's Gravity, Star Potential Energy",
Differentiating Powers 4,https://isaacphysics.org/questions/powers4,,,N,Maths,2,Calculus,Differentiation,,,3,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences, Stationary Points)","Angular Velocity of the Collapsed Sun, Finger Balance, Mercury in a U-Tube",
Differentiating Powers 4,https://isaacphysics.org/questions/powers4_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Escaping the Earth, Orbit of a Satellite, Semicircular Paths, Two Orbiting Masses",
Stationary Points 1,https://isaacphysics.org/questions/stationary_points1,,,N,Maths,2,Calculus,Differentiation,,,14,N,Y,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences, Stationary Points)","Different Spring Circuit, Rods, Rings and Strings, Similar Spring Circuit, Spinning Bungee",
Stationary Points 1,https://isaacphysics.org/questions/stationary_points1_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation," A Humpback Bridge,  A Particle in a Bowl, A Uniform Ladder, A Uniform Ladder, Leaning Ladder",
Stationary Points 2,https://isaacphysics.org/questions/stationary_points2,,,N,Maths,2,Calculus,Differentiation,,,16,N,Y,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences, Stationary Points)"," A Humpback Bridge,  A Particle in a Bowl, A Uniform Ladder, A Uniform Ladder, Leaning Ladder",
Stationary Points 2,https://isaacphysics.org/questions/stationary_points2_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation," A Humpback Bridge,  A Particle in a Bowl, Braking a Car",
Stationary Points 3,https://isaacphysics.org/questions/stationary_points3,,,N,Maths,2,Calculus,Differentiation,,,3,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences, Stationary Points)"," A Humpback Bridge,  A Particle in a Bowl, Braking a Car",
Stationary Points 3,https://isaacphysics.org/questions/stationary_points3_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,N,Y,N,Y,N,N,Calculus - Differentiation, Two Spinning Balls,
Differentiating Sums and Differences 1,https://isaacphysics.org/questions/sumsdiffs1,,,N,Maths,2,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences)","Current of an Orbiting Electron, Destroying the Moon, Electrons Orbiting the Earth, Test of Strength, The Spouting Can",
Differentiating Sums and Differences 1,https://isaacphysics.org/questions/sumsdiffs1_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation," A Humpback Bridge, Loop the Loop, Pegs and String",
Differentiating Sums and Differences 2,https://isaacphysics.org/questions/sumsdiffs2,,,N,Maths,2,Calculus,Differentiation,,,9,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences)","Destroying the Moon, Test of Strength",
Differentiating Sums and Differences 2,https://isaacphysics.org/questions/sumsdiffs2_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Charge in a Magnetic Field, SHM of a Simple Scale",
Differentiating Sums and Differences 3,https://isaacphysics.org/questions/sumsdiffs3,,,N,Maths,2,Calculus,Differentiation,,,4,N,N,Y,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences, Stationary Points)","Careless Astronauts, Cornering on a Smooth Surface",
Differentiating Sums and Differences 3,https://isaacphysics.org/questions/sumsdiffs3_multi,,,N,Maths,2,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Rolling Race, Test of Strength, The Record Player",
Differentiating Exponentials 1,https://isaacphysics.org/questions/diff_exponentials1,,,N,Maths,4,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions)","Spinning on a Table, Starting with the Basics",
Differentiating Exponentials 1,https://isaacphysics.org/questions/diff_exponentials1_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Simple Pendulum, Car on a Roundabout, How Long is a Space Ruler?",
Differentiating Exponentials 2,https://isaacphysics.org/questions/diff_exponentials2,,,N,Maths,4,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions)","Different Spring Circuit, Different Spring Circuit, Elastic Circular Motion, Similar Spring Circuit",
Differentiating Exponentials 2,https://isaacphysics.org/questions/diff_exponentials2_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Fairground Ride, Careless Astronauts, Test of Strength",
Differentiating Exponentials 3,https://isaacphysics.org/questions/diff_exponentials3,,,N,Maths,4,Calculus,Differentiation,,,4,N,Y,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions, Stationary Points)","Orbiting the Moon, Spinning on a Table",
Differentiating Exponentials 3,https://isaacphysics.org/questions/diff_exponentials3_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Simple Pendulum, Flywheel, T Shaped Pendulum",
Differentiating Natural Logs,https://isaacphysics.org/questions/diff_natural_log,,,N,Maths,4,Calculus,Differentiation,,,4,N,Y,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions, Stationary Points)","Halley's Comet, Starting with the Basics",
Differentiating Natural Logs,https://isaacphysics.org/questions/diff_natural_log_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation," A Humpback Bridge,  A Particle in a Bowl, Braking a Car",
Differentiating Trig Functions 1,https://isaacphysics.org/questions/diff_trig1,,,N,Maths,4,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions)","Braking a Car, Pulleys on a Table, The Hose Pipe",
Differentiating Trig Functions 1,https://isaacphysics.org/questions/diff_trig1_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Ballistic Pendulum, A Hailstorm, Energy of a Bullet, Two Particles on a String",
Differentiating Trig Functions 2,https://isaacphysics.org/questions/diff_trig2,,,N,Maths,4,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions)",Pulleys on a Table,
Differentiating Trig Functions 2,https://isaacphysics.org/questions/diff_trig2_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Force of a Bouncing Ball, Inelastic and Elastic Collisions, Space Justice",
Differentiating Trig Functions 3,https://isaacphysics.org/questions/diff_trig3,,,N,Maths,4,Calculus,Differentiation,,,7,N,Y,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions, Stationary Points)","Force of a Bouncing Ball, Road Collision, Superball",
Differentiating Trig Functions 3,https://isaacphysics.org/questions/diff_trig3_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Angle between Two Identical Masses, Inelastic and Elastic Collisions, Maximum Deflection of a Particle",
Powers using Chain Rule 1,https://isaacphysics.org/questions/powers_cr1_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Angle between Two Identical Masses, Inelastic and Elastic Collisions",
Powers using Chain Rule 2,https://isaacphysics.org/questions/powers_cr2,,,N,Maths,4,Calculus,Differentiation,,,3,N,N,N,Y,Y,N,N,"Chain Rule, Powers, Sums and Differences","Angle between Two Identical Masses, Maximum Deflection of a Particle",
Powers using Chain Rule 2,https://isaacphysics.org/questions/powers_cr2_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Ball Thrown Off a Cliff , Building a Tennis Court, The Directrix of a Parabola",
Powers using Chain Rule 3,https://isaacphysics.org/questions/powers_cr3,,,N,Maths,4,Calculus,Differentiation,,,8,N,Y,N,Y,Y,N,N,"Chain Rule, Powers, Sums and Differences, Stationary Points","A Ballistic Pendulum, Road Collision",
Powers using Chain Rule 3,https://isaacphysics.org/questions/powers_cr3_multi,,,N,Maths,4,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Ballistic Pendulum, Launching a Rocket, Pulleys on a Table, The Javelin Thrower, Three Particles",
Chain Rule 1,https://isaacphysics.org/questions/chain_rule1,,,N,Maths,5,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Chain Rule, Powers, Sums and Differences","Inelastic and Elastic Collisions, Maximum Deflection of a Particle",
Chain Rule 1,https://isaacphysics.org/questions/chain_rule1_multi,,,N,Maths,5,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Angle between Two Identical Masses, Discs on a Table, Superball",
Chain Rule 2,https://isaacphysics.org/questions/chain_rule2,,,N,Maths,5,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Chain Rule, Exponentials, Logs and Trig Functions","Superball, Transfer of Energy in Collisions",
Chain Rule 2,https://isaacphysics.org/questions/chain_rule2_multi,,,N,Maths,5,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,,
Implicit Differentiation 1,https://isaacphysics.org/questions/implicit_differentation1,,,N,Maths,5,Calculus,Differentiation,,,3,N,N,N,Y,Y,N,N,"Implicit Differentiation, Powers, Sums and Differences",,
Implicit Differentiation 1,https://isaacphysics.org/questions/implicit_differentation1_multi,,,N,Maths,5,Calculus,Differentiation,,,3,N,Y,Y,N,Y,N,N,Calculus - Differentiation,"A Ballistic Pendulum, Falling Balls, Head-on Collision, Two Particles on a String",
Implicit Differentiation 2,https://isaacphysics.org/questions/implicit_differentiation2,,,N,Maths,5,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Chain Rule, Exponentials, Logs and Trig Functions, Implicit Differentiation, Powers, Sums and Differences","A Ballistic Pendulum, Falling Balls, Head-on Collision, Two Particles on a String",
Implicit Differentiation 2,https://isaacphysics.org/questions/implicit_differentiation2_multi,,,N,Maths,5,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"A Hailstorm, Falling Balls, Head-on Collision, Two Particles on a String",
Product Rule 1,https://isaacphysics.org/questions/product_rule1,,,N,Maths,5,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Powers, Sums and Differences, Product Rule)","Aiming an Oscilloscope Beam, Drops of Oil, Electric Potential, Field between Parallel Plates, Identifying Ions, Inkjet Printing",
Product Rule 1,https://isaacphysics.org/questions/product_rule1_multi,,,N,Maths,5,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Accelerating Particles, Drops of Oil, Field between Parallel Plates, Inkjet Printing, Oil Drop Experiment",
Product Rule 2,https://isaacphysics.org/questions/product_rule2,,,N,Maths,5,Calculus,Differentiation,,,2,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions, Product Rule)","Accelerating Particles, Drops of Oil, Field between Parallel Plates, Inkjet Printing, Oil Drop Experiment",
Product Rule 2,https://isaacphysics.org/questions/product_rule2_multi,,,N,Maths,5,Calculus,Differentiation,,,2,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Approaching a Nucleus, Electric Potential",
Product Rule 3,https://isaacphysics.org/questions/product_rule3,,,N,Maths,5,Calculus,Differentiation,,,3,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions, Product Rule)","Electric Potential, Field between Parallel Plates, Ionic Molecule, Ionisation Energy",
Product Rule 3,https://isaacphysics.org/questions/product_rule3_multi,,,N,Maths,5,Calculus,Differentiation,,,3,N,Y,N,N,Y,N,N,Calculus - Differentiation,"Breakaway, EM Frequencies, Energy Levels, Light Pressure, The Photoelectric Effect",
Product Rule 4,https://isaacphysics.org/questions/product_rule4,,,N,Maths,5,Calculus,Differentiation,,,3,N,N,N,Y,Y,N,N,"Calculus - Differentiation (Exponentials, Logs and Trig Functions, Product Rule)","Breakaway, EM Frequencies, Energy Levels, Light Pressure, X-ray Production",
