"File created on Wednesday, 25th November 2020.",,,,,,,,,,,,,,,,,,,,,
This information is provided as is. Please let us know of any mistakes or inaccuracies.,,,,,,,,,,,,,,,,,,,,,
Question Name:,URL:,Book Name?,Master Maths?,Replaced?,Subject:,Level:,Field:,Topic:,Number of Parts:,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Required Practical,Related Questions:,Related Concepts:,Detailed Concept Sections:,Notes:
Ionisation Energy,https://isaacphysics.org/questions/ionisation_energy,,N,,Physics,5,Fields,Electric Fields,2,N,N,Y,N,Y,Y,Y,,"Gravity of the Earth, Orbit of a Satellite","Fields, Gravitational Field, Potential Energy",Potential Energy (Gravitational and Electric PE),
Escaping from the Moon,https://isaacphysics.org/questions/g_moon,,N,,Physics,4,Fields,Gravitational,2,N,N,Y,N,Y,Y,N,,"Escaping from the Moon, Gravitational Field Strength, Mean Density of the Earth, Two Planets","Fields, Gravitational Field",,
Exploring Astronaut,https://isaacphysics.org/questions/exploring_astronaut,,N,,Physics,4,Fields,Gravitational,1,N,Y,N,N,Y,N,N,,"Escaping the Earth, Orbit of a Satellite, Semicircular Paths, Two Orbiting Masses","Circular Kinematics, Fields, Force, Gravitational Field",,
Field at the Surface of the Earth,https://isaacphysics.org/questions/field_surface,,N,,Physics,4,Fields,Gravitational,1,N,Y,N,N,Y,Y,N,,"Escaping from the Moon, Estimating Gravity, Field at the Surface of the Earth, Mean Density of the Earth, Two Planets","Fields, Gravitational Field",,
Flying off the Earth,https://isaacphysics.org/questions/flying_off_earth,,N,,Physics,4,Fields,Gravitational,1,N,N,Y,N,Y,Y,N,,"Exploring Astronaut, Orbit of a Satellite","Field Potential, Fields, Gravitational Field, Potential Energy","Field Potential (Gravitational Potential), Potential Energy (Gravitational and Electric PE)",
Gravitational Field Strength,https://isaacphysics.org/questions/g_field_strength_above_surface,,N,,Physics,4,Fields,Gravitational,1,N,N,Y,N,Y,Y,N,,"Escaping from the Moon, Field at the Surface of the Earth, Gravitational Field Strength, Two Planets","Fields, Gravitational Field",,
Gravity of the Earth,https://isaacphysics.org/questions/gravity_earth,,N,,Physics,4,Fields,Gravitational,2,N,N,Y,N,Y,Y,N,,"Exploring Astronaut, Flying off the Earth, Satellite Firing Rockets, Semicircular Paths, Two Orbiting Masses","Angular Momentum, Circular Kinematics, Field Potential, Fields, Force, Gravitational Field, Potential Energy","Circular Kinematics (Circular Dynamics), Field Potential (Gravitational Potential)",
Mean Density of the Earth,https://isaacphysics.org/questions/mean_density_of_earth,,N,,Physics,4,Fields,Gravitational,1,N,Y,N,N,Y,N,N,,"Flying off the Earth, Orbit of a Satellite, Semicircular Paths, Two Orbiting Masses","Circular Kinematics, Fields, Force, Gravitational Field",Circular Kinematics (Circular Dynamics),
Orbit of a Satellite,https://isaacphysics.org/questions/satelite_orbit,,N,,Physics,4,Fields,Gravitational,1,N,Y,N,N,Y,N,N,,"Between Two Masses, Flying off the Earth, Forces in Helium, Orbit of a Satellite, Satellite Firing Rockets","Fields, Force, Gravitational Field",Circular Kinematics (Circular Dynamics),
Satellite Firing Rockets,https://isaacphysics.org/questions/satellite_firing_rocket,,N,,Physics,4,Fields,Gravitational,1,N,Y,N,N,Y,N,N,,"Between Two Masses, Flying off the Earth, Forces in Helium, Orbit of a Satellite, Satellite Firing Rockets","Fields, Force, Gravitational Field",Circular Kinematics (Circular Dynamics),
Two Orbiting Masses,https://isaacphysics.org/questions/two_orbiting_masses,,N,Y,Physics,4,Fields,Gravitational,3,N,N,Y,N,Y,Y,Y,,"Escaping from the Moon, Field at the Surface of the Earth, Gravitational Field Strength, Mean Density of the Earth","Fields, Gravitational Field",,
Two Orbiting Masses,https://isaacphysics.org/questions/two_orbiting_masses_sym,,N,,Physics,4,Fields,Gravitational,3,N,N,N,Y,Y,Y,Y,,"Between Two Masses, The Cavendish Experiment, Two Orbiting Masses","Circular Kinematics, Fields, Force, Gravitational Field, Kinetic Energy: Linear and Rotational, Potential Energy","Circular Kinematics (Circular Dynamics), Kinetic Energy: Linear and Rotational (Linear Kinetic Energy), Potential Energy (Gravitational and Electric PE)",
Two Planets,https://isaacphysics.org/questions/two_planets,,N,,Physics,4,Fields,Gravitational,1,N,Y,N,N,Y,N,N,,"A Binary Star System, Fields in a Triangle, Space Missions and Lagrangian Points, The Cavendish Experiment, Two Orbiting Masses","Fields, Force, Gravitational Field, Potential Energy, Vectors - Describing and Adding Vectors","Fields (Adding Scalar Fields), Potential Energy (Gravitational and Electric PE)",
A Binary Star System,https://isaacphysics.org/questions/binary_star_system_num,,N,,Physics,5,Fields,Gravitational,2,N,N,Y,N,Y,Y,Y,,"Freefall to the Moon, Freefall to the Moon, Space Missions and Lagrangian Points, Symmetry and Centre of Mass","Centre of Mass, Conservation of Energy, Fields, Gravitational Field, Kinetic Energy: Linear and Rotational, Momentum & Conservation of Momentum, Potential Energy","Kinetic Energy: Linear and Rotational (Linear Kinetic Energy), Potential Energy (Gravitational and Electric PE)",
Between Two Masses,https://isaacphysics.org/questions/between_2_masses,,N,,Physics,5,Fields,Gravitational,3,N,Y,Y,N,Y,Y,Y,,"Charged Stars, Escaping from the Moon, Flying off the Earth, Star Potential Energy","Conservation of Energy, Fields, Gravitational Field, Kinetic Energy: Linear and Rotational, Potential Energy","Kinetic Energy: Linear and Rotational (Linear Kinetic Energy), Potential Energy (Gravitational and Electric PE)",
Collision in Deep Space,https://isaacphysics.org/questions/gravity_collision,,N,,Physics,5,Fields,Gravitational,2,N,N,Y,N,Y,Y,Y,,"Einstein's Tower, Escaping from the Moon, Gravitational Field Strength, Space Missions and Lagrangian Points, Thunder Cloud","Fields, Force, Gravitational Field, Newton's Second Law",,
Escaping the Earth,https://isaacphysics.org/questions/escaping_the_earth,,N,,Physics,5,Fields,Gravitational,1,N,Y,N,N,Y,Y,N,,"Collision in Deep Space, Planetary Gun, Speed in an elliptical orbit, Star Potential Energy, Time to Reach A Star","Conservation of Energy, Fields, Gravitational Field, Kinetic Energy: Linear and Rotational, Potential Energy",Kinetic Energy: Linear and Rotational (Linear Kinetic Energy),
Estimating Gravity,https://isaacphysics.org/questions/gravity_strength_estimate,,N,,Physics,5,Fields,Gravitational,2,N,N,Y,N,Y,Y,N,,"Collision in Deep Space, Planetary Gun, Speed in an elliptical orbit, Star Potential Energy, Time to Reach A Star","Conservation of Energy, Fields, Gravitational Field, Kinetic Energy: Linear and Rotational, Potential Energy","Kinetic Energy: Linear and Rotational (Linear Kinetic Energy), Potential Energy (Gravitational and Electric PE)",
Freefall to the Moon,https://isaacphysics.org/questions/freefall_moon,,N,,Physics,5,Fields,Gravitational,1,N,N,N,Y,Y,N,N,,"Charged Massive Shell, Gradient of Potential Energy, Gravity on a Disc World, Modelling Earth's Gravity, Space Missions and Lagrangian Points, Star Potential Energy","Field Potential, Fields, Gravitational Field","Field Potential (Gravitational Potential), Fields (Adding Scalar Fields)",
Freefall to the Moon,https://isaacphysics.org/questions/freefall_moon_num,,N,Y,Physics,5,Fields,Gravitational,1,N,N,Y,N,Y,N,Y,,"Charged Massive Shell, Charged Stars, Gravity on a Disc World, Hollow Planet, Star in a Galaxy, Travelling Through the Earth","Fields, Flux and Gauss's Law, Gravitational Field",,
Hollow Planet,https://isaacphysics.org/questions/planet_with_cavity_num,,N,,Physics,5,Fields,Gravitational,1,N,N,Y,N,Y,Y,Y,,"Escaping from the Moon, Escaping the Earth, Launching a Rocket","Fields, Force, Gravitational Field, Momentum & Conservation of Momentum, Newton's Second Law",,
Modelling Earth's Gravity,https://isaacphysics.org/questions/modelling_earths_gravity,,N,,Physics,5,Fields,Gravitational,1,N,Y,N,N,Y,Y,N,,A Binary Star System,"Angular Motion, Fields, Force, Gravitational Field, Moment of Inertia, Moments or Torques, Simple Harmonic Motion",,
Test Rocket,https://isaacphysics.org/questions/test_rocket_num,,N,,Physics,5,Fields,Gravitational,2,N,N,Y,N,Y,Y,Y,,"Don't Bragg, Energy Levels, Estimating Gravity, The Michelson-Morley Experiment, The Michelson-Morley Experiment","Conservation of Energy, Field Potential, Fields, Gravitational Field, Photoelectric Effect, Potential Energy",,
The Cavendish Experiment,https://isaacphysics.org/questions/cavendish_experiment_num,,N,,Physics,5,Fields,Gravitational,3,N,N,Y,N,Y,Y,Y,,"A Strange Planet, Hollow Planet, Modelling Earth's Gravity","Fields, Gravitational Field, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Einstein's Tower,https://isaacphysics.org/questions/einsteins_tower_equivalence_principle,,N,,Physics,6,Fields,Gravitational,2,N,N,Y,N,Y,Y,N,,"A Spinning Ice-skater, Freefall to the Moon, Freefall to the Moon, Simple Transfer Orbit, Speed in an elliptical orbit","Angular Momentum, Conservation of Energy, Field Potential, Gravitational Field, Potential Energy",,
Gravity on a Disc World,https://isaacphysics.org/questions/gravity_on_a_disc_world_num,,N,,Physics,6,Fields,Gravitational,3,N,N,Y,N,Y,Y,N,,"Kepler's Third Law, Speed in an elliptical orbit, Time to Reach A Star","Angular Motion, Conservation of Energy, Field Potential, Gravitational Field, Potential Energy",,
Planetary Gun,https://isaacphysics.org/questions/gun_on_a_planet_num,,N,,Physics,6,Fields,Gravitational,3,Y,N,Y,N,Y,Y,N,,"Between Two Masses, Collision in Deep Space, Estimating Gravity, Hollow Planet","Field Potential, Fields, Gravitational Field, Potential Energy, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Simple Transfer Orbit,https://isaacphysics.org/questions/transfer_orbit,,N,,Physics,6,Fields,Gravitational,1,N,N,Y,N,Y,Y,N,,"A Spinning Ice-skater, Freefall to the Moon, Planetary Gun, Simple Transfer Orbit","Angular Momentum, Conservation of Energy, Field Potential, Fields, Gravitational Field, Potential Energy",,
Space Missions and Lagrangian Points,https://isaacphysics.org/questions/lagrangian_points,,N,,Physics,6,Fields,Gravitational,3,N,N,Y,N,Y,Y,N,,"Charged Stars, Escaping the Earth, Freefall to the Moon, Freefall to the Moon, Hollow Planet","Dimensional Analysis, Field Potential, Gravitational Field, Potential Energy, Work",Gravitational Field (GPE and Gravitational Potential),
Speed in an elliptical orbit,https://isaacphysics.org/questions/speed_in_elliptical_orbit,,N,,Physics,6,Fields,Gravitational,1,N,N,Y,N,Y,Y,N,,"Mercury in a U-Tube, Modelling Earth's Gravity, T Shaped Pendulum, Travelling Through the Earth","Fields, Flux and Gauss's Law, Gravitational Field, Simple Harmonic Motion",Inverse Square Laws in Physics (Other geometric arguments in physics),
Star Potential Energy,https://isaacphysics.org/questions/potential_of_sphere_num,,N,,Physics,6,Fields,Gravitational,2,N,N,Y,N,Y,N,N,,"Freefall to the Moon, Freefall to the Moon, Kepler's Third Law, Simple Transfer Orbit","Equations of Motion, Gravitational Field, Newton's Second Law",,
Star in a Galaxy,https://isaacphysics.org/questions/star_in_galaxy_num,,N,,Physics,6,Fields,Gravitational,2,N,N,Y,N,Y,Y,N,,"Mercury in a U-Tube, Modelling Earth's Gravity, Star in a Galaxy","Equations of Motion, Flux and Gauss's Law, Gravitational Field, Simple Harmonic Motion",,
Time to Reach A Star,https://isaacphysics.org/questions/time_reaching_star_num,,N,,Physics,6,Fields,Gravitational,1,N,N,Y,N,Y,N,N,,"Coil Rotation, EMF of a Generator, Flux Linkage, Interaction of a Ring and a Coil","Faraday's Law, Fields, Magnetic Fields","Lorentz Force (Force on a moving charge in a B field), Magnetic Fields (Magnetic Flux)",
Travelling Through the Earth,https://isaacphysics.org/questions/travelling_through_the_earth,,N,,Physics,6,Fields,Gravitational,4,Y,N,Y,N,Y,Y,N,,"A Particle Current, Electron in a Magnetic Field, Force on a Wire, Wire Between Magnets","Fields, Force, Lorentz Force, Magnetic Fields, Vectors - Describing and Adding Vectors","Fields (Adding Vector Fields), Lorentz Force (Force on a current carrying wire in a magnetic field)",
Aeroplane Potential Difference,https://isaacphysics.org/questions/aeroplane_potential_diff,,N,,Physics,4,Fields,Magnetic Fields,1,N,N,Y,N,Y,Y,Y,,"A Particle Current, Electron in a Magnetic Field, Force on a Wire, Wire Between Magnets","Fields, Force, Lorentz Force, Magnetic Fields, Vectors - Describing and Adding Vectors","Fields (Adding Vector Fields), Lorentz Force (Force on a current carrying wire in a magnetic field), Magnetic Fields (Magnetic fields from currents)",
Between Two Wires,https://isaacphysics.org/questions/two_wires_field_force_magnitude,,N,Y,Physics,4,Fields,Magnetic Fields,3,N,N,Y,N,Y,N,Y,,"Deflecting Ions, Deflection of a Charged Particle, Liquid Pool, Semicircular Paths, Where do the Charges Go?","Circular Kinematics, Fields, Force, Lorentz Force, Magnetic Fields","Circular Kinematics (Circular Dynamics), Lorentz Force (Force on a moving charge in a B field)",
Between Two Wires,https://isaacphysics.org/questions/two_wires_field_force_magnitude_sym,,N,,Physics,4,Fields,Magnetic Fields,3,N,N,Y,Y,Y,N,Y,,"Aeroplane Potential Difference, EMF of a Generator, Flux Linkage, Interaction of a Ring and a Coil","Faraday's Law, Fields, Magnetic Fields",Magnetic Fields (Magnetic Flux),
Cloud Chamber,https://isaacphysics.org/questions/cloud_chamber,,N,,Physics,4,Fields,Magnetic Fields,1,N,Y,N,N,Y,N,Y,,"A Mass Spectrometer, Cloud Chamber, Collecting Ions, Fire up the Cyclotron!, Identifying Ions, Semicircular Paths","Circular Kinematics, Fields, Force, Lorentz Force, Magnetic Fields","Circular Kinematics (Circular Dynamics), Lorentz Force (Force on a moving charge in a B field)",
Coil Rotation,https://isaacphysics.org/questions/coil_rotation,,N,,Physics,4,Fields,Magnetic Fields,1,N,Y,N,N,Y,Y,N,AQA 11 (Investigate the effect of varying the angle between coil and magnetic field direction on magnetic flux linkage).,"Aeroplane Potential Difference, Coil Rotation, Electromagnetic Induction in a Disc, Flux Linkage, Interaction of a Ring and a Coil","Faraday's Law, Fields, Magnetic Fields",Magnetic Fields (Magnetic Flux),
Deflecting Ions,https://isaacphysics.org/questions/deflecting_ions,,N,,Physics,4,Fields,Magnetic Fields,1,N,N,N,Y,Y,Y,Y,,"A Particle Current, Collecting Ions, Corkscrewing Particle, Deflection of a Charged Particle, Fire up the Cyclotron!, Force on Two Parallel Wires, Force on a Wire, Helical Pitch, Parallel Plates, The Motor Effect, Wire Between Magnets","Fields, Force, Lorentz Force, Magnetic Fields",Lorentz Force (Force on a moving charge in a B field),
EMF of a Generator,https://isaacphysics.org/questions/emf_generator,,N,,Physics,4,Fields,Magnetic Fields,1,N,Y,N,N,Y,N,Y,,The Catapult Effect,"Fields, Magnetic Fields",Magnetic Fields (Magnetic fields from magnets),
Electron in a Magnetic Field,https://isaacphysics.org/questions/electron_in_a_B_field,,N,,Physics,4,Fields,Magnetic Fields,1,N,N,Y,N,Y,N,Y,"AQA 10 (Investigate how the force on a wire varies with magnetic flux density, current and length of wire, using a top-pan balance).","Aeroplane Potential Difference, Coil Rotation, EMF of a Generator, Interaction of a Ring and a Coil","Faraday's Law, Fields, Magnetic Fields",Magnetic Fields (Magnetic Flux),
Fields around Magnets,https://isaacphysics.org/questions/fields_around_magnets,,N,,Physics,4,Fields,Magnetic Fields,1,N,Y,N,N,Y,N,N,"AQA 10 (Investigate how the force on a wire varies with magnetic flux density, current and length of wire, using a top-pan balance).","Electron in a Magnetic Field, Force on Two Parallel Wires, Force on a Wire, Parallel Plates, SHM of a Wire Loop, The Motor Effect, Wire Between Magnets","Fields, Force, Lorentz Force, Magnetic Fields",Lorentz Force (Force on a current carrying wire in a magnetic field),
Flux Linkage,https://isaacphysics.org/questions/basic_flux_linkage,,N,,Physics,4,Fields,Magnetic Fields,3,N,N,Y,N,Y,Y,Y,AQA 11 (Investigate the effect of varying the angle between coil and magnetic field direction on magnetic flux linkage).,"Electron in a Magnetic Field, Force on Two Parallel Wires, Parallel Plates, SHM of a Wire Loop, The Motor Effect, Wire Between Magnets","Fields, Force, Lorentz Force, Magnetic Fields",Lorentz Force (Force on a current carrying wire in a magnetic field),
Force on Two Parallel Wires,https://isaacphysics.org/questions/force_two_parallel_wires,,N,,Physics,4,Fields,Magnetic Fields,1,N,Y,N,N,Y,N,Y,"AQA 10 (Investigate how the force on a wire varies with magnetic flux density, current and length of wire, using a top-pan balance).","A Particle Current, Aeroplane Potential Difference, Coil Rotation, Electromagnetic Induction in a Disc, Flux Linkage, Ring Dropped into Magnet, Sliding Wire","Faraday's Law, Fields, Force, Lenz's Law, Magnetic Fields","Lorentz Force (Force on a current carrying wire in a magnetic field), Magnetic Fields (Magnetic Flux)",
Force on a Wire,https://isaacphysics.org/questions/force_on_wire,,N,,Physics,4,Fields,Magnetic Fields,1,N,Y,N,N,Y,N,N,"AQA 10 (Investigate how the force on a wire varies with magnetic flux density, current and length of wire, using a top-pan balance).",Fields around Magnets,"Fields, Magnetic Fields",,
